classification	db_link	observation_name	SC1703-104_TTGCCC-B6TML_L001_R	SC1703-105_CAGTCT-B6TML_L001_R	SC1703-106_TTAAAT-B6TML_L001_R	SC1703-107_AATTGC-B6TML_L001_R	SC1703-108_ACTCGA-B6TML_L001_R	SC1703-109_GTTACC-B6TML_L001_R	SC1703-110_CAGATG-B6TML_L001_R	SC1703-125_TCGCGC-B6TML_L001_R	SC1703-126_TAACTT-B6TML_L001_R	SC1703-127_CTGTAA-B6TML_L001_R	SC1703-128_CCATTG-B6TML_L001_R	SC1703-129_TAGGCT-B6TML_L001_R	SC1703-130_TTCTTG-B6TML_L001_R	SC1703-131_CCGACC-B6TML_L001_R	SC1703-132_TTAGCT-B6TML_L001_R	SC1703-133_CAGAGC-B6TML_L001_R	SC1703-134_AATATG-B6TML_L001_R	SC1703-135_TGAGCA-B6TML_L001_R	SC1703-136_AATCAC-B6TML_L001_R	SC1703-137_GGTAGC-B6TML_L001_R	SC1703-138_CTCTCG-B6TML_L001_R	SC1703-145_AGCGAC-B6TML_L001_R	SC1703-146_GCCAAG-B6TML_L001_R	SC1703-147_AGGTTC-B6TML_L001_R	SC1703-148_TTTTTC-B6TML_L001_R	SC1703-149_GTCGTG-B6TML_L001_R	SC1703-150_GCTATC-B6TML_L001_R	SC1703-151_TATGCG-B6TML_L001_R	SC1703-41_TCGTTC-B6TML_L001_R	SC1703-42_GCGATG-B6TML_L001_R	SC1703-43_ATATAA-B6TML_L001_R	SC1703-44_ATACTG-B6TML_L001_R	SC1703-45_GGAGAG-B6TML_L001_R	SC1703-46_ACGAGA-B6TML_L001_R	SC1703-47_ATTACA-B6TML_L001_R	SC1703-48_TGATTT-B6TML_L001_R	SC1703-49_GGGGTG-B6TML_L001_R	SC1703-50_ACAAAA-B6TML_L001_R	SC1703-51_CTCCAG-B6TML_L001_R	SC1703-52_GGTGTT-B6TML_L001_R	SC1703-53_CGGGAG-B6TML_L001_R	SC1703-54_TGGTAG-B6TML_L001_R	SC1703-62_TGCGGG-B6TML_L001_R	SC1703-63_TCTATG-B6TML_L001_R	SC1703-64_GGACGG-B6TML_L001_R	SC1703-65_AGAGGG-B6TML_L001_R	SC1703-66_ATGAAC-B6TML_L001_R	SC1703-67_TACCTG-B6TML_L001_R	SC1703-68_CTAGAG-B6TML_L001_R	SC1703-83_CTTGCA-B6TML_L001_R	SC1703-84_CATGTT-B6TML_L001_R	SC1703-85_TGGATT-B6TML_L001_R	SC1703-86_AACGCA-B6TML_L001_R	SC1703-87_TTCGAG-B6TML_L001_R	SC1703-88_AAGCTA-B6TML_L001_R	SC1703-89_AGTTTG-B6TML_L001_R	SC1703-90_TCCCCA-B6TML_L001_R	SC1703-91_AACTAG-B6TML_L001_R	SC1703-92_GTTCGC-B6TML_L001_R	SC1703-93_TGCCTT-B6TML_L001_R	SC1703-94_ATAAGA-B6TML_L001_R	SC1703-95_CACACT-B6TML_L001_R	SC1703-96_ACAGTT-B6TML_L001_R
Hydrolases;Acting on ester bonds;Phosphoric-diester hydrolases;EC:3.1.4.16	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.4.16	EC:3.1.4.16	624	844	2195	1705	962	1151	1644	3343	2186	14327	3869	2063	5328	4581	3414	3077	2810	1828	2991	4676	3387	213	1140	148	918	338	417	74	3065	1740	3321	9910	1148	4433	4044	3644	2832	2672	1209	1654	1556	1002	1426	3498	1372	1303	2443	2008	2307	5393	6799	2713	11125	6028	3825	10302	5807	7074	6462	6966	5198	4064	5214
Hydrolases;Acting on ester bonds;Phosphoric-diester hydrolases;EC:3.1.4.46	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.4.46	EC:3.1.4.46	1041	1820	2522	3338	1742	840	3215	2056	4134	3856	4472	2552	2580	4080	11446	7278	6258	21400	3674	8645	10476	5308	1180	1712	4198	1951	1566	806	4392	3105	6222	6850	3889	6552	5656	2862	6667	6619	2464	2018	2046	3316	864	1872	1793	604	1556	2133	2342	4904	3554	3518	5329	6022	3054	2745	5702	9566	14190	8110	9777	11053	8258
Hydrolases;Acting on ester bonds;Phosphoric-diester hydrolases;EC:3.1.4.52	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.4.52	EC:3.1.4.52	199	680	1360	1850	1083	274	1393	356	1426	1654	1702	1438	774	2016	4890	2062	993	595	948	1960	2526	360	1092	140	493	485	534	82	2776	1903	4956	3938	1869	5710	2839	1156	1993	4727	804	1082	820	378	704	1783	969	518	1370	1807	852	2482	2798	1748	3422	3063	1782	1554	448	2442	1596	4002	2267	2663	1932
Hydrolases;Acting on ester bonds;Phosphoric-diester hydrolases;EC:3.1.4.55	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.4.55	EC:3.1.4.55	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Hydrolases;Acting on ester bonds;Triphosphoric-monoester hydrolases;EC:3.1.5.1	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.5.1	EC:3.1.5.1	9440	19074	19522	25590	12763	6624	11530	5777	13009	42089	25468	24559	18581	29430	17778	13908	10332	24560	8758	14624	23770	9187	7721	9529	13072	7580	12197	6322	6686	4641	8614	14034	4304	5647	8982	9305	9774	6212	7589	9848	8248	12885	16232	12198	8466	16284	22240	10646	18761	8780	10401	8846	19208	10450	7285	12348	13830	19496	30428	14845	14161	18008	14059
Hydrolases;Acting on ester bonds;Sulfuric-ester hydrolases;EC:3.1.6.1	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.6.1	EC:3.1.6.1	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Hydrolases;Acting on ester bonds;Diphosphoric-monoester hydrolases;EC:3.1.7.2	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.7.2	EC:3.1.7.2	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Hydrolases;Acting on carbon-phosphorus bonds;Acting on carbon-phosphorus bonds (only sub-subclass identified to date);EC:3.11.1.1	https://www.genome.jp/dbget-bin/www_bget?EC:3.11.1.1	EC:3.11.1.1	233	1305	1338	1495	598	348	395	2874	7160	25	6914	9935	15	5834	3173	2776	3139	3049	7358	3516	4819	89	768	158	205	63	204	72	4631	496	2803	1551	6231	1344	9366	7343	4415	1522	7335	5823	3464	5127	225	1457	465	425	578	445	271	3593	3408	11535	45	12854	4777	5248	8442	12633	5259	13924	9587	10678	8315
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.1	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.1	EC:3.2.1.1	199	680	1360	1850	1083	274	1393	356	1426	1654	1702	1438	774	2016	4890	2062	993	595	948	1960	2526	360	1092	140	493	485	534	82	2776	1903	4956	3938	1869	5710	2839	1156	1993	4727	804	1082	820	378	704	1783	969	518	1370	1807	852	2482	2798	1748	3422	3063	1782	1554	448	2442	1596	4002	2267	2663	1932
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.10	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.10	EC:3.2.1.10	4632	10717	9379	12690	6174	3298	6820	1857	2900	2472	3033	1800	1904	2447	9400	7786	6078	21612	3468	8532	13753	6810	2958	5694	8032	4384	6576	3141	1980	1929	1310	2938	2751	1192	3033	1863	4697	2072	1832	981	1361	3330	7760	7185	5011	9312	9533	5864	10123	2627	1786	1994	2446	3258	1610	1504	5744	8546	15434	4676	7654	8687	6648
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.122	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.122	EC:3.2.1.122	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.139	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.139	EC:3.2.1.139	1140	338	518	1366	918	349	559	8	15	4	14	5	4	2	1472	546	898	295	1517	456	854	656	866	300	506	196	600	1002	2	0	2	20	3	4	9	3412	164	1131	3898	6164	3666	3855	1200	904	885	666	4085	536	422	4	5	5	15	9	6	8	1964	1724	924	2200	1038	1268	938
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.14	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.14	EC:3.2.1.14	1140	338	518	1366	918	349	559	8	15	4	14	5	4	2	1472	546	898	295	1517	456	854	656	866	300	506	196	600	1002	2	0	2	20	3	4	9	3412	164	1131	3898	6164	3666	3855	1200	904	885	666	4085	536	422	4	5	5	15	9	6	8	1964	1724	924	2200	1038	1268	938
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.17	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.17	EC:3.2.1.17	298	1019	2040	2775	1624	411	2090	535	2138	2482	2554	2156	1160	3023	7336	3092	1490	892	1423	2940	3790	539	1637	210	740	728	802	124	4163	2854	7435	5907	2804	8566	4258	1735	2990	7090	1207	1622	1229	567	1056	2674	1454	776	2054	2710	1279	3723	4198	2623	5133	4594	2674	2331	672	3664	2394	6004	3400	3994	2899
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.177	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.177	EC:3.2.1.177	450	676	1690	1445	822	813	1328	2288	1695	9827	2863	1615	3681	3390	3091	2395	2038	1318	2152	3444	2679	202	942	122	694	306	367	63	2506	1478	3040	7263	1076	3907	3170	2622	2220	2570	940	1283	1174	731	1068	2630	1076	955	1857	1640	1680	4009	4999	2100	7987	4530	2847	7127	3946	5123	4574	5311	3844	3154	3798
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.18	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.18	EC:3.2.1.18	175	168	505	260	140	338	316	1055	491	4500	1006	448	1647	1191	323	682	771	510	839	1232	708	11	198	26	224	32	50	11	559	263	281	2647	71	526	875	1022	612	103	269	371	382	271	358	869	296	348	586	368	627	1384	1800	613	3138	1499	978	3175	1861	1951	1888	1655	1355	911	1416
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.183	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.183	EC:3.2.1.183	1148	1468	1044	1396	552	612	1846	13	13	15	35	9	24	21	2666	728	4407	3321	9514	1597	2373	969	372	97	697	42	836	399	1	2	6	8	6	7	4	5184	1406	2379	1471	4165	2616	473	1876	1757	3013	1270	2225	1771	3610	41	20	32	76	34	22	11	15266	4545	2580	2981	1403	638	3822
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.184	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.184	EC:3.2.1.184	1148	1468	1044	1396	552	612	1846	13	13	15	35	9	24	21	2666	728	4407	3321	9514	1597	2373	969	372	97	697	42	836	399	1	2	6	8	6	7	4	5184	1406	2379	1471	4165	2616	473	1876	1757	3013	1270	2225	1771	3610	41	20	32	76	34	22	11	15266	4545	2580	2981	1403	638	3822
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.20	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.20	EC:3.2.1.20	5772	12877	12581	16953	8458	4275	10732	4091	7747	7156	8356	5070	4870	7534	23291	16095	12832	43310	7616	18157	25492	12297	4683	7476	12476	6578	8410	3988	7760	5986	10011	11757	7574	10600	10108	5304	12360	11054	4698	3540	3816	6835	8976	9948	7288	10175	11773	8900	12892	8772	6740	6386	9486	10812	5555	5026	11670	19333	30422	14788	18564	21072	15873
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.21	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.21	EC:3.2.1.21	9712	8538	9722	15319	8170	4929	13864	10406	17027	14053	17521	7423	11237	13402	47663	34517	35676	126308	22892	42916	52371	32490	4540	10702	24500	9824	8857	8385	11100	8166	10082	19523	13066	7925	18358	24460	29698	18240	25948	30819	22428	33237	6114	5044	8968	3443	18141	5002	11056	15791	5955	11508	13213	19322	8541	7957	39604	50857	80056	35451	50348	56744	42674
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.22	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.22	EC:3.2.1.22	9540	21946	19950	26584	13034	7078	14660	5237	7373	13333	8871	6363	6073	8862	22392	17437	13588	44222	8599	19333	29821	13812	6660	11485	16544	9042	13469	6334	7541	6036	9357	11653	6906	5780	10244	5604	13078	6944	4964	3910	5093	11802	16256	16130	10802	19231	20338	13000	21300	8596	7984	9581	9908	10682	6895	7473	13631	21259	38595	13618	17956	23434	16671
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.23	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.23	EC:3.2.1.23	12751	27958	24416	33097	16267	9541	23042	9274	15504	13438	16262	9018	10084	13466	43532	33506	29469	106483	16370	40026	54290	29178	7386	16980	28392	13908	17722	8848	11944	10087	11416	18572	14158	10968	17561	10050	25427	14723	9598	5886	7268	16228	18485	22906	16452	23624	24164	17812	28294	15169	9072	11242	14488	18737	9120	8430	27964	41172	70520	25858	40166	45341	34272
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.24	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.24	EC:3.2.1.24	842	1141	1162	1488	659	566	1822	1699	2709	2202	2769	1114	1806	2064	6555	5217	5265	20805	2725	6685	7949	4948	88	1572	3705	1466	1032	723	1617	1202	1266	2912	2020	842	2817	1706	4674	1892	1659	937	1226	2938	160	89	824	87	186	326	1490	2422	756	1769	1907	2959	1271	1191	5254	7123	12594	4108	7510	8390	6326
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.25	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.25	EC:3.2.1.25	842	1141	1162	1488	659	566	1822	1699	2709	2202	2769	1114	1806	2064	6555	5217	5265	20805	2725	6685	7949	4948	88	1572	3705	1466	1032	723	1617	1202	1266	2912	2020	842	2817	1706	4674	1892	1659	937	1226	2938	160	89	824	87	186	326	1490	2422	756	1769	1907	2959	1271	1191	5254	7123	12594	4108	7510	8390	6326
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.26	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.26	EC:3.2.1.26	1784	2622	3004	3901	1860	1269	4340	3576	6131	5231	6389	2947	3999	5136	15555	11465	11026	41908	5924	14350	17161	10076	722	3214	7656	3174	2331	1487	4622	3356	5010	7793	4974	4539	7054	3990	10344	6148	3720	2415	2862	6065	672	1070	2132	433	1057	1556	3406	6085	2911	4412	5525	7450	3433	3159	10732	15467	25986	10217	16154	18112	13618
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.28	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.28	EC:3.2.1.28	199	680	1360	1850	1083	274	1393	356	1426	1654	1702	1438	774	2016	4890	2062	993	595	948	1960	2526	360	1092	140	493	485	534	82	2776	1903	4956	3938	1869	5710	2839	1156	1993	4727	804	1082	820	378	704	1783	969	518	1370	1807	852	2482	2798	1748	3422	3063	1782	1554	448	2442	1596	4002	2267	2663	1932
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.31	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.31	EC:3.2.1.31	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.35	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.35	EC:3.2.1.35	9846	23886	23027	30800	14827	6250	9908	260	269	344	420	780	124	421	8181	7263	1389	1923	1607	3647	16590	4876	8382	10894	11541	8240	14752	6626	373	741	50	34	739	354	238	373	33	188	215	70	309	424	19238	8316	6583	19231	21701	10016	20447	281	2222	279	711	335	409	349	938	3731	7972	1346	310	623	834
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.4	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.4	EC:3.2.1.4	4442	2254	4832	6414	4156	3075	4106	7030	26820	99085	61345	64906	42631	74113	10948	6535	7821	4534	10270	8686	8513	2207	4138	1103	2912	992	2316	3104	9092	5160	15823	18748	2492	5544	11476	16757	10775	7270	15328	23996	18053	27155	5822	7950	4620	3998	15876	4350	4832	10328	14059	16275	34054	12464	11226	18222	15694	19141	28138	18717	11585	21166	13869
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.51	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.51	EC:3.2.1.51	7580	19152	16434	22404	11030	5464	9996	316	382	540	528	1372	196	766	5690	5138	1626	1614	1486	3694	11608	3724	5740	8244	8654	5836	11088	4836	726	1454	88	52	1462	700	432	314	46	360	346	88	270	784	15200	14192	8374	18450	18694	11076	17266	410	2060	450	1078	598	678	626	980	2846	5680	1136	288	594	644
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.52	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.52	EC:3.2.1.52	13876	32040	28878	39170	19455	10001	18834	6806	19530	33617	30820	34923	15485	33629	23327	18111	13267	27644	15492	18470	33388	11471	11077	14493	17876	10754	18785	9104	10920	6058	10940	10338	11850	6637	17020	14810	13006	7884	14711	15004	11131	18238	25122	25499	15516	29460	34163	19192	29137	9978	11673	19578	13969	20886	10749	11854	19306	29919	35026	26206	21243	27294	19930
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.55	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.55	EC:3.2.1.55	1140	338	518	1366	918	349	559	8	15	4	14	5	4	2	1472	546	898	295	1517	456	854	656	866	300	506	196	600	1002	2	0	2	20	3	4	9	3412	164	1131	3898	6164	3666	3855	1200	904	885	666	4085	536	422	4	5	5	15	9	6	8	1964	1724	924	2200	1038	1268	938
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.8	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.8	EC:3.2.1.8	1315	506	1022	1626	1058	687	875	1064	506	4504	1020	453	1650	1194	1795	1228	1668	805	2356	1688	1562	666	1064	326	730	228	650	1012	562	264	283	2668	74	530	884	4434	776	1234	4167	6535	4048	4126	1558	1774	1181	1014	4671	904	1050	1388	1805	618	3153	1508	984	3184	3825	3676	2812	3856	2394	2179	2354
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.86	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.86	EC:3.2.1.86	11086	26386	26909	35988	17652	7364	14516	2672	5829	5855	6594	4769	3477	6516	24517	16603	8640	23918	6229	14252	29592	10543	10653	12746	16232	10676	16853	7514	7541	5749	11229	10822	6497	12617	8733	4392	8693	11534	3483	3170	3174	4118	20806	11971	9345	20353	24626	13956	23642	7667	8575	5545	9462	9420	5245	4648	7088	15739	23758	13459	12354	14339	11025
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.89	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.89	EC:3.2.1.89	842	1141	1162	1488	659	566	1822	1699	2709	2202	2769	1114	1806	2064	6555	5217	5265	20805	2725	6685	7949	4948	88	1572	3705	1466	1032	723	1617	1202	1266	2912	2020	842	2817	1706	4674	1892	1659	937	1226	2938	160	89	824	87	186	326	1490	2422	756	1769	1907	2959	1271	1191	5254	7123	12594	4108	7510	8390	6326
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.93	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.93	EC:3.2.1.93	3128	7495	8085	10724	5198	1896	3152	229	752	864	929	766	400	1027	5113	3378	784	856	906	1880	6656	1687	3302	3456	3854	2904	4871	2145	1393	958	2481	1973	938	2857	1430	686	1002	2368	423	554	497	205	6171	1502	1682	5262	6862	3142	6333	1279	1995	901	1797	1550	926	795	448	2375	3364	2390	1216	1494	1222
Hydrolases;Glycosylases;Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;EC:3.2.1.97	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.1.97	EC:3.2.1.97	7580	19152	16434	22404	11030	5464	9996	316	382	540	528	1372	196	766	5690	5138	1626	1614	1486	3694	11608	3724	5740	8244	8654	5836	11088	4836	726	1454	88	52	1462	700	432	314	46	360	346	88	270	784	15200	14192	8374	18450	18694	11076	17266	410	2060	450	1078	598	678	626	980	2846	5680	1136	288	594	644
Hydrolases;Glycosylases;Hydrolysing N-glycosyl compounds;EC:3.2.2.20	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.2.20	EC:3.2.2.20	450	676	1690	1445	822	813	1328	2288	1695	9827	2863	1615	3681	3390	3091	2395	2038	1318	2152	3444	2679	202	942	122	694	306	367	63	2506	1478	3040	7263	1076	3907	3170	2622	2220	2570	940	1283	1174	731	1068	2630	1076	955	1857	1640	1680	4009	4999	2100	7987	4530	2847	7127	3946	5123	4574	5311	3844	3154	3798
Hydrolases;Glycosylases;Hydrolysing N-glycosyl compounds;EC:3.2.2.21	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.2.21	EC:3.2.2.21	334	1649	2025	2439	1144	492	1098	3342	8242	3914	8713	12250	633	8611	6442	3959	3800	3536	8182	4553	6426	270	1314	229	460	306	471	113	7653	2410	9259	4681	7564	4214	12670	8199	7486	4218	8366	7400	5453	9998	603	2348	950	684	1264	1348	698	5551	6020	16515	1923	15522	7474	6538	8724	14849	11098	16535	10880	15826	10274
Hydrolases;Glycosylases;Hydrolysing N-glycosyl compounds;EC:3.2.2.23	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.2.23	EC:3.2.2.23	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Hydrolases;Glycosylases;Hydrolysing N-glycosyl compounds;EC:3.2.2.27	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.2.27	EC:3.2.2.27	5880	12525	11103	15011	7268	4047	9362	2048	3626	3314	3919	2528	2315	3476	14511	9545	10982	25230	13456	11109	17389	7959	3876	5861	8976	4668	7679	3581	3369	2882	3794	4915	3692	4054	4456	7625	7100	6814	3705	5687	4387	3992	9988	9834	8508	10841	12443	8538	14159	3909	3205	2900	4233	4824	2523	2292	21234	14312	18812	9658	10190	10656	11436
Hydrolases;Glycosylases;Hydrolysing N-glycosyl compounds;EC:3.2.2.30	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.2.30	EC:3.2.2.30	1148	1468	1044	1396	552	612	1846	13	13	15	35	9	24	21	2666	728	4407	3321	9514	1597	2373	969	372	97	697	42	836	399	1	2	6	8	6	7	4	5184	1406	2379	1471	4165	2616	473	1876	1757	3013	1270	2225	1771	3610	41	20	32	76	34	22	11	15266	4545	2580	2981	1403	638	3822
Hydrolases;Glycosylases;Hydrolysing N-glycosyl compounds;EC:3.2.2.4	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.2.4	EC:3.2.2.4	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Hydrolases;Glycosylases;Hydrolysing N-glycosyl compounds;EC:3.2.2.8	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.2.8	EC:3.2.2.8	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Hydrolases;Glycosylases;Hydrolysing N-glycosyl compounds;EC:3.2.2.9	https://www.genome.jp/dbget-bin/www_bget?EC:3.2.2.9	EC:3.2.2.9	3318	7980	6374	8202	3808	2984	7698	7745	17907	3327	17669	22351	2332	15125	18189	12750	16972	30770	27740	17241	21634	6630	2656	2791	5778	2134	3483	1621	12626	3868	9397	8013	16150	6740	23178	22203	15924	9854	18354	17320	11228	14230	4619	12138	8240	6688	7422	7190	8794	11057	9425	25943	4237	30514	12042	12770	37894	38424	26764	37117	29282	31850	27810
Hydrolases;Acting on ether bonds;Thioether and trialkylsulfonium hydrolases;EC:3.3.1.1	https://www.genome.jp/dbget-bin/www_bget?EC:3.3.1.1	EC:3.3.1.1	1317	510	1030	1646	1062	694	882	1354	875	7566	1968	2049	1882	2962	2619	1380	1834	995	2706	1746	1906	668	1064	327	739	228	650	1012	2196	1226	4261	3828	472	546	2768	4712	2852	1567	4796	7571	5626	8808	1584	1774	1181	1014	4672	904	1050	2106	3018	4724	3320	2644	2790	3696	3883	4670	7852	4466	2554	5996	3347
Hydrolases;Acting on ether bonds;Ether hydrolases;EC:3.3.2.1	https://www.genome.jp/dbget-bin/www_bget?EC:3.3.2.1	EC:3.3.2.1	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
