level1	level2	level3	gene_family
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.179
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21723
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.180
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K15950
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.181
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K15955
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.182
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K17940
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.187
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.189
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21376
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.195
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K10531
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.196
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K10531
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.200
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K15972
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.208
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K15511
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K15512
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.209
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21684
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.210
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21683
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.211
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21267
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.212
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K00492
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.215
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.216
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.217
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K20089
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.218
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K20940
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.219
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K20943
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.220
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K20944
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.222
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21272
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.223
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21280
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.224
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K20090
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.225
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K19947
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.226
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K18371
